venueid;chainid;chainname;data
4d1a1489731976ebef8709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4f202266aad29cb17b2a2873;556dfce1a7c82e6b724e4092;Citibank;1
51098c8df470bb33c867fa2c;556dfce1a7c82e6b724e4092;Citibank;1
4a9aaf82f964a520303220e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b007fc6f964a520f43e22e3;556d0a3aaceaff43eb082e54;Macy's;1
4b15aa3ff964a5200db223e3;556d0a3aaceaff43eb082e54;Macy's;1
4b47ccd4f964a520423f26e3;556dfce1a7c82e6b724e4092;Citibank;1
4b5f50f6f964a520a4b329e3;556dfce1a7c82e6b724e4092;Citibank;1
4b9be698f964a520863336e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b9e8852f964a52080ec36e3;556d0a3aaceaff43eb082e54;Macy's;1
4bd2fe2b41b9ef3b01fffee5;556dfce1a7c82e6b724e4092;Citibank;1
4bf447d094af2d7ff7683a72;556dfce1a7c82e6b724e4092;Citibank;1
4bf854355317a593e8a5ff7e;556d0a3aaceaff43eb082e54;Macy's;1
4bf87e0c5efe2d7ff1eb6a34;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c6b5ead7c052d7fd79e29cf;556dfce1a7c82e6b724e4092;Citibank;1
4cae7b3c1463a143604e8da9;556dfce1a7c82e6b724e4092;Citibank;1
4ceb188bbaa6a1cd8cac3c6c;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1423731976eb696609dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1440731976eb267009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146a731976eb907d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146f731976eb357f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8cac5cfe8d41bdc477d705;556d0a3aaceaff43eb082e54;Macy's;1
5844b07e0593e151a0c6efab;556de8c8a7c82f0fe987b2d2;Foot Locker;1
5ee4017ec4dc410008c8bfa3;556dfce1a7c82e6b724e4092;Citibank;1
4ad9fd25f964a520db1c21e3;556dfce1a7c82e6b724e4092;Citibank;1
4b10cd92f964a520e87523e3;556d0a3aaceaff43eb082e54;Macy's;1
4b5a2b2bf964a520a1b128e3;556dfce1a7c82e6b724e4092;Citibank;1
4b6cc013f964a52089512ce3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b719d4bf964a52041512de3;556dfce1a7c82e6b724e4092;Citibank;1
4b91a4b8f964a5204ecc33e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bba8bd9935e952192512890;556dfce1a7c82e6b724e4092;Citibank;1
4bc4a9cc920eb7132b0f1f2c;556dfce1a7c82e6b724e4092;Citibank;1
4bcb90710687ef3b8808decc;556d0a3aaceaff43eb082e54;Macy's;1
4be588e32468c9281d1f0043;556d0a3aaceaff43eb082e54;Macy's;1
4bfd79c5f61dc9b6e4159fde;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c250ac7905a0f47aacf6060;556d0a3aaceaff43eb082e54;Macy's;1
4c4622f9f88dc928c1dfae75;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c59fb232091a5936c545ed0;556d0a3aaceaff43eb082e54;Macy's;1
4c8bd8afd5049c7475a4446a;556dfce1a7c82e6b724e4092;Citibank;1
4d14dff6bb488cfa22029bd4;556dfce1a7c82e6b724e4092;Citibank;1
4d1a1419731976ebc76209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141e731976ebec6409dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1442731976eb907009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1459731976eb877709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1460731976ebee7909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1472731976eb408009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1475731976eba38109dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148d731976ebbb8909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8cac64fe8d41bd747bd705;556d0a3aaceaff43eb082e54;Macy's;1
4f202263aad29cb17b2a2598;556dfce1a7c82e6b724e4092;Citibank;1
56b7a3fa498eca3a39b2e67f;556de8c8a7c82f0fe987b2d2;Foot Locker;1
5b69c24a28374e003940abd3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4a6615a8f964a520fcc71fe3;556d0a3aaceaff43eb082e54;Macy's;1
4adce9c3f964a520776221e3;556d0a3aaceaff43eb082e54;Macy's;1
4b3bbccff964a520037a25e3;556d0a3aaceaff43eb082e54;Macy's;1
4b4b315cf964a520309426e3;556dfce1a7c82e6b724e4092;Citibank;1
4b915351f964a52045b333e3;556dfce1a7c82e6b724e4092;Citibank;1
4bd0dded9854d13a23a6f84d;556d0a3aaceaff43eb082e54;Macy's;1
4beddcb0767dc9b6229bd3e9;556dfce1a7c82e6b724e4092;Citibank;1
4c0ffa19b93cc9b6740356e0;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c4dfc859efabe9aec8f5c69;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1423731976eb4f6609dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a142a731976ebb66809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a142e731976ebba6909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1469731976ebd57c09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d28d8e0915fa093e8dc000a;556d0a3aaceaff43eb082e54;Macy's;1
504f893de4b061de6eae2522;556dfce1a7c82e6b724e4092;Citibank;1
51098c84f470bb33c867c949;556dfce1a7c82e6b724e4092;Citibank;1
51098c88f470bb33c867e34d;556dfce1a7c82e6b724e4092;Citibank;1
5ac7b9a022d4901609cbc9d9;556dfce1a7c82e6b724e4092;Citibank;1
4b01da70f964a520f64522e3;556d0a3aaceaff43eb082e54;Macy's;1
4b01e7a6f964a5206c4622e3;556dfce1a7c82e6b724e4092;Citibank;1
4b072d83f964a520e9f822e3;556dfce1a7c82e6b724e4092;Citibank;1
4b117a41f964a520677d23e3;556d0a3aaceaff43eb082e54;Macy's;1
4b9b930cf964a520921036e3;556dfce1a7c82e6b724e4092;Citibank;1
4ba5189cf964a520a2dc38e3;556d0a3aaceaff43eb082e54;Macy's;1
4c0fd8fcb93cc9b6e9cd55e0;556dfce1a7c82e6b724e4092;Citibank;1
4cd4661967c7236ae9110d77;556dfce1a7c82e6b724e4092;Citibank;1
4d094fd1c26ba143bf6a1e17;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141d731976ebbb6409dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1426731976eb646709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a143e731976eb7c6f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1479731976eb978209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8cac75fe8d41bd1584d705;556d0a3aaceaff43eb082e54;Macy's;1
4eb198d8cc21adeaf8236cd1;556dfce1a7c82e6b724e4092;Citibank;1
4f57de92e4b0bd50f6a2545d;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4fccb077e4b09e8af8f74b21;556dfce1a7c82e6b724e4092;Citibank;1
51098c8df470bb33c867f8e4;556dfce1a7c82e6b724e4092;Citibank;1
5821ce29f1fd0e749652ae65;556dfce1a7c82e6b724e4092;Citibank;1
4a7f2547f964a52005f31fe3;556d0a3aaceaff43eb082e54;Macy's;1
4b427c3af964a520d8d425e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b64442ef964a5204ca72ae3;556d0a3aaceaff43eb082e54;Macy's;1
4bcc8d5e511f9521882db3c7;556dfce1a7c82e6b724e4092;Citibank;1
4bccb2eb68f976b0ba1a6383;556dfce1a7c82e6b724e4092;Citibank;1
4bfdc19cbf6576b096cdadb8;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c201a69920076b012d6c5e9;556dfce1a7c82e6b724e4092;Citibank;1
4c2e17e24e132d7f8c829ddf;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c65fa348e9120a16cf5d664;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c798142a8683704c8e4104d;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ce3da791594236a4f7ef949;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1415731976eb8b6109dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a142d731976eba36909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1451731976ebc77509dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a145d731976ebd37809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1465731976eb5b7b09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1471731976ebe77f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8cac5cfe8d41bdb477d705;556d0a3aaceaff43eb082e54;Macy's;1
4d8cac6efe8d41bd867fd705;556d0a3aaceaff43eb082e54;Macy's;1
4f202264aad29cb17b2a2641;556dfce1a7c82e6b724e4092;Citibank;1
4f80efb3e4b085b99b818f19;556de8c8a7c82f0fe987b2d2;Foot Locker;1
544683aa498e75fcbdb92a7e;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b240774f964a520725f24e3;556d0a3aaceaff43eb082e54;Macy's;1
4b50b704f964a520022f27e3;556dfce1a7c82e6b724e4092;Citibank;1
4b5bc8a3f964a520011629e3;556d0a3aaceaff43eb082e54;Macy's;1
4b77226ff964a520cd802ee3;556dfce1a7c82e6b724e4092;Citibank;1
4b93d6f4f964a520725434e3;556d0a3aaceaff43eb082e54;Macy's;1
4bff3a15e584c92895fb6d25;556dfce1a7c82e6b724e4092;Citibank;1
4c2e8a7a66e40f47ba78c08b;556d0a3aaceaff43eb082e54;Macy's;1
4c389f641e06d13af305783e;556d0a3aaceaff43eb082e54;Macy's;1
4c587766b7a31b8da39a52da;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c7aa7cf3badb1f788d35254;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4cb8c89e4352a1cdc65688f5;556dfce1a7c82e6b724e4092;Citibank;1
4d1a140d731976eb235f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1428731976eb1e6809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1470731976eb667f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148b731976ebe18809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4e50462062e14b77e3a915c4;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4f202266aad29cb17b2a27a3;556dfce1a7c82e6b724e4092;Citibank;1
4f300da1e4b010c5f87efeb5;556dfce1a7c82e6b724e4092;Citibank;1
51f98739498ee1496bb74e0b;556de8c8a7c82f0fe987b2d2;Foot Locker;1
59074807dd12f8527ba24180;556dfce1a7c82e6b724e4092;Citibank;1
5a359a42fd16bb0d51a384a8;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4a761dd9f964a52046e21fe3;556d0a3aaceaff43eb082e54;Macy's;1
4b60c68ff964a520bcf829e3;556dfce1a7c82e6b724e4092;Citibank;1
4b63c251f964a5203e902ae3;556d0a3aaceaff43eb082e54;Macy's;1
4b761505f964a520723b2ee3;556dfce1a7c82e6b724e4092;Citibank;1
4b76e935f964a520a2692ee3;556d0a3aaceaff43eb082e54;Macy's;1
4b8e94b4f964a520012a33e3;556dfce1a7c82e6b724e4092;Citibank;1
4bd0e1c19854d13a70b0f84d;556d0a3aaceaff43eb082e54;Macy's;1
4be08367652b0f4710b17211;556d0a3aaceaff43eb082e54;Macy's;1
4bef1d325e4aa593679658bb;556d0a3aaceaff43eb082e54;Macy's;1
4bf2f16e370e76b08551bd4a;556dfce1a7c82e6b724e4092;Citibank;1
4c11ac66d917c928583eb662;556dfce1a7c82e6b724e4092;Citibank;1
4c2e5a75ed37a593426e6503;556dfce1a7c82e6b724e4092;Citibank;1
4c37c8353849c928f866beb1;556dfce1a7c82e6b724e4092;Citibank;1
4c48d0ee20ab1b8dff7aef15;556dfce1a7c82e6b724e4092;Citibank;1
4c60882790b2c9b6790c3d22;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c701b66d7fab1f799675dc9;556d0a3aaceaff43eb082e54;Macy's;1
4c82b9b4dc018cfa3f6ad26c;556d0a3aaceaff43eb082e54;Macy's;1
4c9a42c778ffa093fdf86a75;556dfce1a7c82e6b724e4092;Citibank;1
4ceaa7e5e1eeb60cb868afae;556dfce1a7c82e6b724e4092;Citibank;1
4cf1834f7e93f04de19f4d69;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a140f731976ebb45f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1471731976ebd67f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d9fa35eed243704a6a1f0ba;556dfce1a7c82e6b724e4092;Citibank;1
4ddd3a0622713339cd27f6f7;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ea0dbf34690104bb2e9799c;556d0a3aaceaff43eb082e54;Macy's;1
4b0d9cbef964a5203a4c23e3;556d0a3aaceaff43eb082e54;Macy's;1
4b3e6a79f964a520d59c25e3;556d0a3aaceaff43eb082e54;Macy's;1
4b4b9005f964a52061a026e3;556dfce1a7c82e6b724e4092;Citibank;1
4b4fe505f964a520e11827e3;556d0a3aaceaff43eb082e54;Macy's;1
4b635300f964a5203c722ae3;556d0a3aaceaff43eb082e54;Macy's;1
4b636737f964a52053772ae3;556d0a3aaceaff43eb082e54;Macy's;1
4b663225f964a52081182be3;556d0a3aaceaff43eb082e54;Macy's;1
4b6dc693f964a520af8e2ce3;556d0a3aaceaff43eb082e54;Macy's;1
4b959d90f964a5204cac34e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b9ea8b8f964a52074f736e3;556dfce1a7c82e6b724e4092;Citibank;1
4c254370f7ced13ace50246d;556d0a3aaceaff43eb082e54;Macy's;1
4c5980506407d13ab347b228;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c5dad0d85a1e21e581c5a11;556dfce1a7c82e6b724e4092;Citibank;1
4c5f1fd054ac0f4778a8b221;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c702e5db3ce224b731573c6;556dfce1a7c82e6b724e4092;Citibank;1
4c782a5b93ef236a8955ab0f;556dfce1a7c82e6b724e4092;Citibank;1
4d1a146d731976ebc17e09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8cac4bfe8d41bde16ed705;556d0a3aaceaff43eb082e54;Macy's;1
4e62d796483bd9a97484ceb5;556dfce1a7c82e6b724e4092;Citibank;1
4ef5ef34e30093066edf5a13;556d0a3aaceaff43eb082e54;Macy's;1
4efa3940f9ab2e668472bf04;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ff75184e4b0d6158428a870;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b367820f964a520323625e3;556d0a3aaceaff43eb082e54;Macy's;1
4b7ae42ff964a52021442fe3;556dfce1a7c82e6b724e4092;Citibank;1
4bc3931b2a89ef3b3239f588;556d0a3aaceaff43eb082e54;Macy's;1
4bd632614e32d13a6252c280;556d0a3aaceaff43eb082e54;Macy's;1
4be474dabcef2d7f329502e5;556d0a3aaceaff43eb082e54;Macy's;1
4bec9fca8bbcc92872948cb1;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bf441b294af2d7fbd613a72;556d0a3aaceaff43eb082e54;Macy's;1
4bf47905cad2c928a5ff9b99;556d0a3aaceaff43eb082e54;Macy's;1
4c41cb64520fa593ed1ccaac;556d0a3aaceaff43eb082e54;Macy's;1
4c8d021cc37a6dcb9f25fc7a;556dfce1a7c82e6b724e4092;Citibank;1
4cbf84e2acd48cfadf47443f;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4cc09ffcd327199c4845c81d;556d0a3aaceaff43eb082e54;Macy's;1
4d1a140e731976eb585f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1413731976ebfd6009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1440731976ebca6f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a144a731976eb947309dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1452731976eb1c7609dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a147b731976eb658309dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d82c53302eb548162230df5;556dfce1a7c82e6b724e4092;Citibank;1
4d8cac55fe8d41bd8173d705;556d0a3aaceaff43eb082e54;Macy's;1
4dcbec50d4c0dfa030db100f;556dfce1a7c82e6b724e4092;Citibank;1
4e6fc93a45dd04ee464a78e8;556dfce1a7c82e6b724e4092;Citibank;1
4e89c8e1b80330bf79910968;556dfce1a7c82e6b724e4092;Citibank;1
4a2f0406f964a52098981fe3;556d0a3aaceaff43eb082e54;Macy's;1
4b0c9668f964a520ba3f23e3;556d0a3aaceaff43eb082e54;Macy's;1
4b69b4f6f964a52008af2be3;556d0a3aaceaff43eb082e54;Macy's;1
4b937bf2f964a520844534e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b997948f964a5201a7d35e3;556dfce1a7c82e6b724e4092;Citibank;1
4baf9f95f964a52007113ce3;556d0a3aaceaff43eb082e54;Macy's;1
4bb9e23b53649c746c5648fb;556d0a3aaceaff43eb082e54;Macy's;1
4bca5179fb84c9b674fb1c3e;556d0a3aaceaff43eb082e54;Macy's;1
4be966fc88ed2d7f9ceacc1d;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4be9dbb062c0c928f52ce0d4;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c01406ad715c928a0c7fce3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c13afd6a1010f471d024b18;556dfce1a7c82e6b724e4092;Citibank;1
4c250111136d20a1a0cee261;556dfce1a7c82e6b724e4092;Citibank;1
4c3b527e1a1cd13a122ab60d;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c44c6d6dd1f2d7fda5480f9;556dfce1a7c82e6b724e4092;Citibank;1
4cb3391d39458cfa99d618a0;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ce1a1cd41ed224b0358eb3c;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d19233e6d103704c8a944bd;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141d731976eb876409dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141f731976eb496509dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1427731976ebd16709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1435731976eb1f6c09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1468731976ebb27c09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146a731976eb747d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d7e6f21cd09224b632b4a30;556dfce1a7c82e6b724e4092;Citibank;1
4d8cac76fe8d41bd8284d705;556d0a3aaceaff43eb082e54;Macy's;1
4de860feae60293318efda5f;556dfce1a7c82e6b724e4092;Citibank;1
5012ab73e4b088cc6ba25ce0;556de8c8a7c82f0fe987b2d2;Foot Locker;1
509d90efe4b070da095b12a6;556de8c8a7c82f0fe987b2d2;Foot Locker;1
51098c8df470bb33c867fa30;556dfce1a7c82e6b724e4092;Citibank;1
59375b5af4b5250e4e45ee81;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4aea21f7f964a520a1b921e3;556dfce1a7c82e6b724e4092;Citibank;1
4b47ec96f964a520204426e3;556d0a3aaceaff43eb082e54;Macy's;1
4b54d6ebf964a52015cf27e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b6769b7f964a520614d2be3;556d0a3aaceaff43eb082e54;Macy's;1
4b8c3b11f964a5207bc532e3;556dfce1a7c82e6b724e4092;Citibank;1
4b9aae4bf964a52075cc35e3;556dfce1a7c82e6b724e4092;Citibank;1
4ba68d44f964a5208e5d39e3;556dfce1a7c82e6b724e4092;Citibank;1
4bb220fdf964a52067bb3ce3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bb4cfdd6ebfc9b6946aedfa;556dfce1a7c82e6b724e4092;Citibank;1
4bceead5ef109521ccbf8486;556d0a3aaceaff43eb082e54;Macy's;1
4bd1c23e9854d13a8a1bfa4d;556dfce1a7c82e6b724e4092;Citibank;1
4bdb63662a3a0f4787d0aeb6;556d0a3aaceaff43eb082e54;Macy's;1
4bdf1a5a6198c9b66cf415ff;556dfce1a7c82e6b724e4092;Citibank;1
4bfb4109ab180f47f2adb3ce;556d0a3aaceaff43eb082e54;Macy's;1
4bfe23ab83bbd13a1f2363c5;556dfce1a7c82e6b724e4092;Citibank;1
4c04129b9a7920a14ac4d079;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c0ab7e4009a0f477ceee9bf;556dfce1a7c82e6b724e4092;Citibank;1
4c1a92f755e4c9b685f64723;556dfce1a7c82e6b724e4092;Citibank;1
4c2e35511683b713c48c26ec;556dfce1a7c82e6b724e4092;Citibank;1
4c964ac672dd224b7f09ab91;556d0a3aaceaff43eb082e54;Macy's;1
4d1a1419731976ebfb6209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1440731976eb027009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a145d731976ebbf7809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a145e731976ebe07809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146e731976ebf07e09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1487731976eba98709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4e25a78a18388c58be2e1680;556dfce1a7c82e6b724e4092;Citibank;1
4f0b6b06e4b056c1f0c45ad4;556dfce1a7c82e6b724e4092;Citibank;1
4f64ed80e4b03be10390d840;556de8c8a7c82f0fe987b2d2;Foot Locker;1
51098c8af470bb33c867ec85;556dfce1a7c82e6b724e4092;Citibank;1
4a3a8c6bf964a520f89f1fe3;556d0a3aaceaff43eb082e54;Macy's;1
4afc9532f964a5201f2422e3;556dfce1a7c82e6b724e4092;Citibank;1
4aff5e6ef964a520db3722e3;556dfce1a7c82e6b724e4092;Citibank;1
4b3f63daf964a52047a625e3;556d0a3aaceaff43eb082e54;Macy's;1
4b6ca298f964a52045482ce3;556d0a3aaceaff43eb082e54;Macy's;1
4b72e91af964a520078f2de3;556d0a3aaceaff43eb082e54;Macy's;1
4b75e5adf964a520fa2c2ee3;556d0a3aaceaff43eb082e54;Macy's;1
4b928e9ef964a5200b0434e3;556dfce1a7c82e6b724e4092;Citibank;1
4b9d0efaf964a520e78b36e3;556d0a3aaceaff43eb082e54;Macy's;1
4bbf8284461576b0d3ab7832;556dfce1a7c82e6b724e4092;Citibank;1
4bcbabde937ca5935c1daa92;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4cc0a970d327199c5749c81d;556d0a3aaceaff43eb082e54;Macy's;1
4d1a1410731976eb356009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1439731976eb7e6d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1448731976eb6d7209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1472731976eb578009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d20cd62f7a9a1430f59309f;556dfce1a7c82e6b724e4092;Citibank;1
4dfbf6bda809d61e2fbe67cf;556dfce1a7c82e6b724e4092;Citibank;1
4ea9973d29c2fa4821d9a781;556de8c8a7c82f0fe987b2d2;Foot Locker;1
59e016b216fa043bdf02d562;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b58d5b1f964a520bb6d28e3;556dfce1a7c82e6b724e4092;Citibank;1
4b58efeff964a520397428e3;556dfce1a7c82e6b724e4092;Citibank;1
4b6ddb11f964a5201b962ce3;556d0a3aaceaff43eb082e54;Macy's;1
4b723170f964a5205a732de3;556d0a3aaceaff43eb082e54;Macy's;1
4b771cb4f964a5209e7e2ee3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b844da8f964a520922d31e3;556dfce1a7c82e6b724e4092;Citibank;1
4b85ed90f964a520fa7931e3;556d0a3aaceaff43eb082e54;Macy's;1
4ba7b608f964a520f2ab39e3;556dfce1a7c82e6b724e4092;Citibank;1
4bbdedb58ec3d13ae69e1c28;556dfce1a7c82e6b724e4092;Citibank;1
4bea98766295c9b6df8d8608;556dfce1a7c82e6b724e4092;Citibank;1
4c17b4b04ff90f475e4d0d49;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c2930a0fe6e2d7ff978543c;556d0a3aaceaff43eb082e54;Macy's;1
4c50ce12d2a7c9b6f34f2210;556d0a3aaceaff43eb082e54;Macy's;1
4c672ae49cb82d7f27fd92d2;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c8d1a915e048cfab8b7d2cd;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c9e7af3d3c2b60c15d3cbbc;556dfce1a7c82e6b724e4092;Citibank;1
4d091f9d05216dcbdcf91eb6;556d0a3aaceaff43eb082e54;Macy's;1
4d1a1429731976eb2b6809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1432731976ebd46a09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1433731976eb756b09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1437731976ebf96c09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1449731976ebcb7209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1485731976eb078709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d3b0b8997e0a1cdf423743e;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d7e62d59df3f04dd986c394;556dfce1a7c82e6b724e4092;Citibank;1
4de1533bd4c040523ebbcde5;556de8c8a7c82f0fe987b2d2;Foot Locker;1
512a9481e4b0ff6b5f011d29;556de8c8a7c82f0fe987b2d2;Foot Locker;1
5327860f498e18bc804289cf;556dfce1a7c82e6b724e4092;Citibank;1
4ac8cb5cf964a5209bbc20e3;556dfce1a7c82e6b724e4092;Citibank;1
4b07304df964a5202cf922e3;556dfce1a7c82e6b724e4092;Citibank;1
4b195f3df964a5201cdc23e3;556d0a3aaceaff43eb082e54;Macy's;1
4b22b2ccf964a5200b4c24e3;556d0a3aaceaff43eb082e54;Macy's;1
4b4e2cd4f964a52013e426e3;556dfce1a7c82e6b724e4092;Citibank;1
4b6de3b9f964a52018992ce3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b817e7bf964a5201aaa30e3;556d0a3aaceaff43eb082e54;Macy's;1
4ba7f9a0f964a5205fc339e3;556dfce1a7c82e6b724e4092;Citibank;1
4baa9975f964a52054783ae3;556d0a3aaceaff43eb082e54;Macy's;1
4bb1457bf964a5209a883ce3;556d0a3aaceaff43eb082e54;Macy's;1
4bccf29b8920b71353199fdc;556d0a3aaceaff43eb082e54;Macy's;1
4c2920dfce3fc928bd456e88;556dfce1a7c82e6b724e4092;Citibank;1
4c8996d3cb08ef3b1e0d2ec1;556dfce1a7c82e6b724e4092;Citibank;1
4d0cd6f4bdbfa35d22fa6572;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141c731976eb536409dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1449731976eb207309dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
